Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,Yes,Travel_Rarely,479,Sales,4,4,Life Sciences,1,328,1,Female,30,3,1,Sales Representative,4,Married,15394,16278,7,Y,Yes,14,3,3,80,3,7,4,4,6,14,1,0
57,No,Travel_Rarely,681,Sales,4,3,Human Resources,1,329,1,Male,71,2,3,Research Director,4,Married,13539,16132,8,Y,No,12,3,3,80,0,0,3,3,30,18,7,8
41,Yes,Non-Travel,992,Research & Development,22,1,Medical,1,330,4,Male,30,2,3,Manufacturing Director,2,Married,4349,2744,1,Y,No,23,4,2,80,3,15,3,1,16,5,2,10
49,No,Travel_Rarely,823,Research & Development,26,2,Human Resources,1,331,1,Male,83,2,5,Human Resources,3,Married,10820,18511,0,Y,Yes,24,3,3,80,1,25,2,1,29,18,6,6
39,No,Travel_Rarely,1321,Research & Development,25,2,Life Sciences,1,332,2,Male,76,1,4,Sales Executive,3,Married,1284,21510,5,Y,No,16,4,3,80,1,5,1,1,24,16,1,4
40,No,Travel_Rarely,982,Research & Development,3,5,Other,1,333,4,Female,68,1,4,Research Director,4,Single,13304,15213,2,Y,No,11,3,2,80,2,38,3,4,27,8,12,1
19,No,Travel_Frequently,1223,Research & Development,9,5,Human Resources,1,334,1,Male,59,4,2,Laboratory Technician,3,Married,1723,9738,0,Y,No,17,3,4,80,0,1,6,4,35,12,6,2
44,No,Travel_Rarely,706,Research & Development,22,2,Life Sciences,1,335,1,Male,36,1,1,Sales Executive,3,Married,7063,19588,5,Y,Yes,11,3,4,80,0,8,5,4,6,14,14,14
59,No,Travel_Rarely,123,Sales,23,3,Life Sciences,1,336,4,Male,51,3,1,Research Scientist,2,Divorced,1818,10747,7,Y,Yes,23,3,4,80,1,4,6,4,34,15,3,6
19,No,Non-Travel,1297,Sales,12,3,Technical Degree,1,337,2,Female,79,3,5,Manager,3,Married,14224,16510,8,Y,No,16,3,4,80,2,39,5,3,19,12,9,4
43,No,Travel_Rarely,484,Research & Development,10,4,Other,1,338,4,Male,74,4,5,Healthcare Representative,3,Married,10062,26991,5,Y,No,15,4,1,80,3,4,3,4,13,1,0,9
34,No,Travel_Rarely,235,Research & Development,2,4,Other,1,339,1,Female,39,4,4,Laboratory Technician,2,Single,1045,22988,5,Y,No,22,3,2,80,3,7,1,3,29,1,4,8
57,No,Travel_Rarely,1150,Sales,11,5,Human Resources,1,340,4,Male,43,2,1,Human Resources,4,Single,11282,3968,0,Y,No,20,3,3,80,1,4,5,1,0,10,11,13
50,No,Travel_Rarely,604,Research & Development,10,2,Marketing,1,341,1,Male,75,1,1,Research Director,4,Divorced,13508,21517,4,Y,No,24,3,3,80,1,4,6,3,37,15,13,12
26,No,Travel_Frequently,1310,Research & Development,22,3,Technical Degree,1,342,3,Male,35,2,1,Laboratory Technician,2,Married,12412,12523,2,Y,Yes,13,3,2,80,3,16,6,1,24,16,11,0
56,No,Travel_Rarely,1210,Research & Development,6,2,Other,1,343,4,Female,50,1,2,Research Scientist,1,Single,16046,14307,6,Y,No,16,3,3,80,3,8,3,4,33,2,12,15
46,No,Travel_Rarely,245,Sales,18,1,Life Sciences,1,344,4,Female,91,1,2,Research Director,2,Married,15026,18313,8,Y,No,14,3,1,80,3,33,3,1,7,0,13,7
59,No,Travel_Frequently,325,Research & Development,2,2,Other,1,345,1,Male,48,4,5,Healthcare Representative,1,Single,18374,19734,5,Y,No,24,3,4,80,2,32,3,1,19,17,3,16
43,No,Travel_Rarely,321,Sales,2,1,Marketing,1,346,1,Male,91,2,4,Human Resources,3,Married,15705,5334,4,Y,No,22,3,2,80,0,21,4,3,29,13,7,5
52,No,Travel_Rarely,280,Research & Development,10,4,Medical,1,347,1,Female,82,2,3,Sales Executive,4,Single,7456,17896,6,Y,No,16,4,3,80,1,20,5,1,3,8,0,1
42,No,Travel_Rarely,534,Sales,16,4,Medical,1,348,1,Male,53,1,4,Laboratory Technician,1,Married,13592,18216,8,Y,No,14,3,1,80,1,14,0,2,20,8,1,12
41,No,Travel_Rarely,366,Research & Development,12,5,Other,1,349,4,Male,85,1,2,Healthcare Representative,1,Married,1160,22741,4,Y,No,11,3,3,80,2,0,4,1,26,11,4,7
30,No,Travel_Rarely,1055,Sales,1,2,Other,1,350,1,Male,91,4,2,Research Scientist,3,Single,15266,23747,4,Y,No,15,3,1,80,3,6,1,4,9,2,9,8
24,Yes,Travel_Rarely,530,Research & Development,21,2,Technical Degree,1,351,4,Male,63,3,5,Laboratory Technician,4,Divorced,12495,12997,9,Y,No,18,3,3,80,2,22,4,1,22,1,9,12
53,No,Travel_Rarely,517,Research & Development,8,1,Other,1,352,2,Male,51,2,3,Manufacturing Director,3,Divorced,14516,26195,3,Y,No,16,3,4,80,3,5,6,2,32,0,11,8
37,No,Travel_Rarely,828,Sales,16,4,Marketing,1,353,4,Male,97,2,1,Manufacturing Director,4,Single,10523,3503,4,Y,No,20,3,2,80,1,19,4,3,10,8,12,1
18,No,Travel_Frequently,298,Research & Development,18,1,Other,1,354,1,Male,86,4,3,Human Resources,4,Divorced,6657,12714,6,Y,No,19,3,4,80,0,25,2,1,18,12,1,3
25,No,Travel_Rarely,1178,Sales,13,4,Human Resources,1,355,1,Female,39,4,3,Sales Executive,3,Married,2520,3926,2,Y,No,14,3,4,80,2,11,1,2,10,15,10,16
33,No,Travel_Rarely,581,Research & Development,15,1,Marketing,1,356,2,Male,95,2,3,Human Resources,1,Married,19651,20502,3,Y,No,20,3,3,80,3,12,1,4,3,18,0,11
31,No,Travel_Rarely,1455,Research & Development,21,4,Technical Degree,1,357,4,Female,37,2,5,Human Resources,2,Divorced,17624,7830,8,Y,No,19,3,4,80,1,12,1,4,22,9,5,15
29,No,Travel_Rarely,1376,Research & Development,12,1,Human Resources,1,358,2,Male,67,1,2,Manager,4,Married,8758,7087,1,Y,No,18,4,2,80,0,1,4,3,4,4,11,12
40,No,Travel_Rarely,991,Research & Development,8,4,Human Resources,1,359,4,Female,91,3,1,Sales Executive,4,Married,1580,13197,7,Y,No,13,4,1,80,2,31,1,4,4,13,12,10
32,No,Travel_Rarely,1026,Research & Development,10,1,Medical,1,360,1,Male,57,2,3,Manager,2,Divorced,18595,16491,8,Y,No,24,3,1,80,2,30,5,2,17,14,12,13
45,No,Travel_Rarely,224,Research & Development,14,2,Marketing,1,361,4,Female,39,4,1,Research Director,2,Married,13241,26112,4,Y,No,16,3,3,80,1,10,2,1,16,2,11,9
51,Yes,Non-Travel,1464,Sales,5,5,Human Resources,1,362,1,Male,74,1,3,Healthcare Representative,3,Married,10771,23435,6,Y,No,14,3,2,80,2,36,3,2,2,8,9,16
19,Yes,Travel_Rarely,879,Research & Development,18,1,Technical Degree,1,363,1,Female,94,1,2,Healthcare Representative,4,Single,14226,5307,5,Y,Yes,11,3,2,80,1,3,4,3,7,0,3,8
49,No,Travel_Frequently,449,Research & Development,19,5,Medical,1,364,3,Male,96,4,1,Sales Executive,3,Divorced,10240,12449,0,Y,No,19,4,1,80,2,33,3,1,39,0,14,13
40,No,Travel_Rarely,130,Sales,15,2,Human Resources,1,365,3,Male,38,4,4,Sales Executive,2,Married,7618,8302,7,Y,No,14,3,1,80,0,15,3,2,22,18,4,4
39,No,Travel_Frequently,1076,Research & Development,6,2,Marketing,1,366,4,Female,34,1,2,Research Director,3,Married,15638,11738,8,Y,Yes,21,3,4,80,0,30,4,3,22,5,2,2
42,No,Travel_Rarely,136,Sales,27,4,Medical,1,367,1,Male,39,4,1,Healthcare Representative,4,Married,13282,8547,9,Y,Yes,24,3,3,80,2,24,5,3,1,10,14,7
39,No,Travel_Frequently,724,Research & Development,11,5,Marketing,1,368,2,Male,41,1,3,Research Director,1,Single,17563,21231,0,Y,Yes,15,3,1,80,1,38,4,1,38,17,9,2
39,No,Travel_Rarely,1419,Sales,21,3,Marketing,1,369,1,Female,87,4,3,Research Scientist,1,Single,6160,13187,7,Y,No,13,3,1,80,3,7,1,1,20,13,5,1
59,No,Travel_Rarely,690,Research & Development,11,4,Marketing,1,370,2,Male,50,1,2,Manufacturing Director,4,Married,7415,15835,2,Y,No,14,3,2,80,2,7,2,4,23,15,3,10
23,No,Travel_Rarely,1474,Research & Development,20,5,Medical,1,371,4,Male,50,2,2,Human Resources,3,Married,15303,13357,5,Y,Yes,23,3,2,80,3,33,4,4,37,0,12,4
32,No,Travel_Rarely,1272,Sales,20,1,Human Resources,1,372,4,Female,94,2,3,Laboratory Technician,2,Divorced,15902,25806,9,Y,No,19,3,2,80,1,14,3,1,19,9,5,6
54,No,Travel_Rarely,1192,Sales,21,1,Other,1,373,2,Male,32,4,1,Manager,2,Married,1197,2399,7,Y,No,17,3,1,80,3,4,4,4,38,9,12,13
50,No,Travel_Rarely,1005,Research & Development,18,2,Life Sciences,1,374,2,Female,98,3,4,Sales Representative,1,Divorced,14082,3478,4,Y,No,18,3,3,80,2,18,2,1,26,12,4,1
25,Yes,Travel_Rarely,621,Human Resources,25,3,Human Resources,1,375,1,Male,93,2,5,Laboratory Technician,3,Single,8154,21845,7,Y,No,13,3,4,80,0,9,0,4,38,0,10,8
22,No,Travel_Rarely,223,Sales,18,1,Medical,1,376,4,Female,78,1,2,Sales Executive,2,Divorced,6936,20052,6,Y,No,13,3,3,80,1,8,5,2,6,2,1,9
56,No,Travel_Rarely,441,Sales,10,5,Life Sciences,1,377,1,Male,46,3,3,Research Scientist,2,Single,1608,2966,6,Y,No,24,3,1,80,0,28,3,3,32,13,3,16
21,No,Travel_Rarely,276,Research & Development,2,5,Life Sciences,1,378,2,Female,61,1,1,Sales Representative,4,Married,14142,10454,6,Y,No,17,4,4,80,0,39,0,1,28,15,1,6
23,No,Non-Travel,698,Research & Development,26,1,Life Sciences,1,379,3,Male,99,1,2,Sales Representative,3,Married,13218,24056,8,Y,No,18,3,3,80,0,36,0,1,9,5,4,5
49,No,Travel_Frequently,552,Research & Development,9,5,Other,1,380,3,Male,50,2,1,Sales Executive,3,Married,12533,11889,5,Y,Yes,24,3,1,80,2,18,6,1,9,0,2,8
47,No,Non-Travel,658,Research & Development,14,5,Technical Degree,1,381,3,Female,36,4,2,Sales Representative,2,Single,15326,19508,5,Y,No,15,3,3,80,1,12,2,2,11,4,5,7
52,No,Travel_Rarely,1261,Sales,19,2,Medical,1,382,2,Male,36,4,3,Manager,3,Single,10154,26242,8,Y,No,11,3,1,80,3,39,5,3,2,7,14,8
57,No,Travel_Frequently,1141,Research & Development,10,3,Other,1,383,1,Female,56,1,1,Manager,3,Married,15366,12020,5,Y,No,13,4,2,80,0,15,4,4,2,11,10,0
33,No,Travel_Frequently,1458,Research & Development,23,2,Other,1,384,4,Female,37,2,3,Sales Representative,3,Married,10826,17585,6,Y,No,15,3,3,80,3,29,0,4,12,0,4,1
30,No,Travel_Rarely,1320,Sales,4,3,Technical Degree,1,385,2,Male,57,1,1,Sales Representative,4,Divorced,2879,25209,6,Y,Yes,13,3,2,80,1,4,6,3,30,12,1,3
59,No,Travel_Rarely,110,Research & Development,6,5,Life Sciences,1,386,3,Female,95,3,2,Sales Executive,2,Married,19417,8999,1,Y,No,24,4,2,80,1,32,1,4,26,8,13,9
47,No,Travel_Rarely,435,Research & Development,14,3,Technical Degree,1,387,1,Male,76,1,5,Healthcare Representative,1,Divorced,13530,6536,7,Y,No,11,3,4,80,3,18,4,1,5,7,9,0
36,No,Travel_Frequently,1458,Research & Development,4,5,Technical Degree,1,388,4,Male,39,2,5,Research Director,3,Single,6462,17384,5,Y,Yes,17,3,4,80,3,18,5,3,26,12,10,9
34,Yes,Travel_Rarely,1118,Research & Development,26,5,Other,1,389,4,Male,62,1,4,Research Director,2,Single,2836,5761,3,Y,No,11,3,3,80,0,16,3,2,34,1,7,8
36,No,Travel_Rarely,428,Sales,15,2,Medical,1,390,2,Female,36,2,4,Laboratory Technician,1,Single,17932,19754,6,Y,No,20,3,1,80,3,23,4,3,8,14,5,12
45,No,Travel_Rarely,116,Research & Development,16,2,Marketing,1,391,2,Male,32,4,3,Laboratory Technician,4,Divorced,17234,8647,7,Y,No,23,3,4,80,3,27,2,1,5,13,8,14
43,No,Non-Travel,940,Research & Development,7,4,Technical Degree,1,392,4,Female,43,2,1,Sales Representative,2,Married,8211,19020,0,Y,Yes,16,3,4,80,2,36,6,3,5,18,2,12
54,No,Travel_Frequently,327,Sales,17,1,Technical Degree,1,393,4,Male,73,3,4,Manufacturing Director,4,Single,5447,6902,9,Y,No,16,3,2,80,0,21,2,2,39,8,13,4
43,No,Non-Travel,214,Research & Development,19,4,Life Sciences,1,394,3,Female,75,2,2,Manager,2,Single,13148,9825,3,Y,No,24,4,2,80,0,38,3,2,25,18,10,1
40,Yes,Travel_Rarely,102,Research & Development,19,4,Life Sciences,1,395,4,Male,90,3,5,Human Resources,4,Single,12227,2677,3,Y,Yes,17,3,1,80,1,15,3,3,18,13,3,6
26,No,Travel_Rarely,367,Human Resources,17,3,Other,1,396,2,Female,65,3,1,Research Scientist,2,Married,13933,18988,9,Y,No,22,3,4,80,3,34,3,3,15,7,10,8
29,No,Travel_Rarely,1333,Research & Development,6,5,Life Sciences,1,397,1,Male,42,1,5,Research Scientist,4,Married,7725,25154,8,Y,No,21,3,4,80,2,26,6,4,22,4,7,13
18,No,Travel_Rarely,1053,Research & Development,11,5,Human Resources,1,398,3,Male,45,3,1,Manager,1,Married,17097,25149,5,Y,No,11,3,1,80,1,11,6,4,10,6,6,16
18,No,Travel_Rarely,1494,Research & Development,16,5,Technical Degree,1,399,3,Male,34,2,4,Laboratory Technician,2,Married,7827,11232,3,Y,No,21,3,4,80,2,27,2,1,15,3,7,10
51,No,Travel_Rarely,407,Research & Development,25,1,Life Sciences,1,400,4,Female,67,4,4,Sales Executive,1,Divorced,5295,9789,0,Y,No,13,4,3,80,0,0,5,4,28,7,8,4
49,No,Travel_Rarely,113,Research & Development,8,3,Medical,1,401,1,Male,79,2,3,Research Scientist,3,Married,5748,5567,7,Y,Yes,22,3,3,80,3,38,6,1,37,3,13,11
42,No,Travel_Rarely,1470,Sales,11,3,Human Resources,1,402,3,Female,67,4,1,Sales Representative,1,Married,3098,3292,8,Y,No,19,3,1,80,2,17,5,1,19,0,7,8
57,No,Non-Travel,1493,Research & Development,7,5,Other,1,403,2,Male,85,3,2,Manufacturing Director,2,Divorced,6614,6089,4,Y,No,12,3,2,80,1,22,6,3,20,7,7,16
18,Yes,Travel_Rarely,1038,Research & Development,26,4,Marketing,1,404,4,Female,92,1,4,Research Scientist,1,Married,7831,14207,4,Y,Yes,24,3,1,80,0,21,4,4,27,6,5,7
33,No,Travel_Frequently,521,Research & Development,24,1,Technical Degree,1,405,2,Male,77,3,3,Research Director,2,Married,4330,6629,9,Y,No,15,3,3,80,2,3,0,2,32,10,10,7
56,No,Travel_Rarely,990,Research & Development,22,4,Technical Degree,1,406,4,Male,88,3,4,Manufacturing Director,4,Divorced,12782,7965,7,Y,No,13,3,4,80,2,10,0,2,39,15,1,11
22,No,Travel_Rarely,272,Research & Development,25,2,Medical,1,407,3,Male,73,4,5,Manufacturing Director,3,Single,19942,21781,7,Y,No,22,3,4,80,1,17,1,3,25,16,11,9
39,Yes,Travel_Rarely,235,Human Resources,19,3,Marketing,1,408,4,Male,84,2,4,Research Scientist,1,Married,2225,4541,4,Y,No,22,3,2,80,2,6,2,2,9,4,6,1
46,Yes,Travel_Rarely,1066,Sales,26,3,Marketing,1,409,1,Male,84,1,1,Sales Executive,3,Single,5894,11502,3,Y,No,23,3,2,80,0,20,3,2,33,6,3,7
20,No,Travel_Rarely,1150,Sales,10,4,Other,1,410,2,Female,30,1,3,Sales Executive,1,Single,13179,26217,5,Y,Yes,15,3,3,80,2,34,5,3,8,9,2,13
29,No,Travel_Rarely,1315,Research & Development,9,1,Other,1,411,1,Female,37,1,1,Laboratory Technician,2,Single,9942,8938,9,Y,No,17,4,2,80,3,36,6,2,35,12,3,3
43,No,Travel_Rarely,1266,Research & Development,4,3,Human Resources,1,412,2,Female,33,1,2,Manager,1,Single,10915,19768,4,Y,No,11,3,1,80,3,29,4,3,10,14,3,8
33,No,Travel_Rarely,759,Sales,23,4,Technical Degree,1,413,2,Male,82,2,2,Sales Representative,3,Married,13245,14507,7,Y,No,13,3,3,80,1,16,5,1,9,5,2,12
54,No,Travel_Rarely,1440,Sales,15,1,Life Sciences,1,414,4,Male,87,1,4,Human Resources,1,Divorced,3806,24312,8,Y,No,21,3,4,80,3,32,2,4,6,1,8,8
39,No,Non-Travel,1444,Research & Development,13,4,Other,1,415,3,Female,66,4,3,Healthcare Representative,3,Married,1827,17263,0,Y,No,23,3,4,80,3,15,1,2,37,3,13,12
46,No,Travel_Frequently,1217,Research & Development,25,1,Medical,1,416,3,Male,78,4,3,Human Resources,3,Married,9443,9643,8,Y,No,16,4,4,80,2,14,5,3,15,13,2,15
31,No,Travel_Frequently,280,Research & Development,2,5,Medical,1,417,1,Female,96,1,3,Research Director,2,Married,8935,25165,8,Y,Yes,17,3,2,80,0,12,0,2,25,14,1,0
45,No,Travel_Rarely,1181,Research & Development,2,1,Medical,1,418,4,Male,48,1,3,Sales Executive,4,Divorced,13726,10787,5,Y,Yes,20,4,3,80,0,38,4,4,31,13,12,7
22,No,Travel_Frequently,1280,Sales,16,2,Other,1,419,3,Female,30,2,4,Laboratory Technician,4,Divorced,13078,13157,9,Y,Yes,13,3,2,80,2,2,0,2,30,3,0,8
47,No,Travel_Frequently,212,Research & Development,9,5,Other,1,420,2,Male,58,2,1,Research Director,1,Divorced,1021,25906,4,Y,No,14,3,1,80,3,23,4,1,31,5,10,12
22,No,Travel_Rarely,238,Research & Development,28,4,Medical,1,421,2,Female,62,1,4,Human Resources,3,Divorced,6903,18864,6,Y,No,16,3,3,80,2,22,3,3,11,6,0,16
29,No,Non-Travel,333,Research & Development,13,5,Other,1,422,4,Male,81,2,1,Manufacturing Director,2,Single,8401,10697,7,Y,No,15,3,2,80,3,0,4,4,26,12,4,8
33,No,Travel_Rarely,1093,Sales,3,5,Life Sciences,1,423,1,Female,70,3,5,Manager,4,Married,17111,4100,8,Y,Yes,21,3,4,80,3,31,6,1,21,16,11,6
43,No,Non-Travel,569,Sales,9,4,Life Sciences,1,424,4,Male,52,1,5,Manufacturing Director,2,Married,1698,7307,8,Y,No,19,4,4,80,3,32,3,2,14,16,11,9
43,No,Non-Travel,833,Sales,13,4,Human Resources,1,425,1,Female,34,2,1,Human Resources,2,Married,12941,20625,9,Y,No,23,3,1,80,0,29,2,2,7,3,4,4
38,No,Travel_Rarely,582,Research & Development,21,2,Technical Degree,1,426,4,Female,86,4,4,Research Scientist,3,Married,12775,5962,2,Y,No,22,3,1,80,1,1,0,2,3,18,11,16
56,Yes,Travel_Rarely,1193,Research & Development,22,4,Life Sciences,1,427,2,Male,35,1,2,Manager,1,Single,14301,11624,7,Y,No,11,3,1,80,0,17,4,4,7,12,8,1
53,No,Non-Travel,915,Research & Development,2,3,Human Resources,1,428,4,Male,78,1,4,Laboratory Technician,3,Single,15872,16454,0,Y,Yes,23,3,4,80,3,29,4,3,22,8,3,8
50,Yes,Travel_Rarely,1374,Research & Development,8,3,Marketing,1,429,3,Male,51,4,2,Manufacturing Director,4,Divorced,18395,24515,6,Y,No,15,3,2,80,2,17,1,4,15,1,4,1
47,No,Travel_Rarely,1095,Research & Development,27,2,Technical Degree,1,430,3,Male,33,4,4,Research Scientist,4,Married,8417,8731,4,Y,Yes,21,3,4,80,2,4,0,1,33,17,12,9
54,No,Non-Travel,424,Research & Development,9,1,Life Sciences,1,431,4,Male,93,2,3,Research Director,2,Single,11703,18830,1,Y,No,11,3,4,80,3,4,2,3,21,16,5,11
40,No,Travel_Rarely,1023,Sales,16,1,Marketing,1,432,1,Male,66,4,3,Research Director,3,Single,9151,7058,1,Y,No,18,3,4,80,1,7,3,4,22,6,12,1
27,No,Travel_Rarely,1005,Research & Development,2,3,Human Resources,1,433,1,Male,60,3,5,Sales Executive,3,Married,2774,21666,7,Y,No,17,3,2,80,0,8,2,2,4,16,9,14
22,No,Travel_Rarely,707,Research & Development,6,4,Life Sciences,1,434,2,Female,66,1,5,Manager,2,Married,16246,3396,4,Y,No,15,3,4,80,0,31,1,1,36,9,6,2
53,No,Travel_Rarely,530,Research & Development,22,2,Life Sciences,1,435,2,Female,74,3,1,Sales Executive,1,Married,6787,9843,2,Y,No,16,3,1,80,3,13,2,2,6,13,8,1
51,No,Travel_Rarely,1394,Research & Development,8,1,Other,1,436,1,Male,37,2,2,Manager,2,Single,3300,2940,0,Y,No,14,4,1,80,3,12,3,4,36,11,12,6
48,No,Travel_Rarely,249,Human Resources,26,1,Marketing,1,437,4,Female,69,4,3,Sales Representative,2,Single,5875,15484,6,Y,No,19,4,1,80,1,17,0,1,25,11,5,8
27,No,Travel_Rarely,1243,Research & Development,28,5,Life Sciences,1,438,2,Female,34,1,4,Research Scientist,4,Married,9438,15829,2,Y,No,24,3,1,80,0,3,5,3,27,16,0,10
36,No,Travel_Rarely,951,Research & Development,5,3,Medical,1,439,1,Male,57,4,1,Human Resources,3,Married,11593,25999,6,Y,No,13,3,4,80,1,21,1,3,3,18,7,15
49,No,Travel_Frequently,468,Research & Development,9,4,Other,1,440,1,Male,38,4,4,Research Director,4,Single,12756,16970,1,Y,Yes,12,3,4,80,0,19,6,4,31,13,13,6
18,Yes,Travel_Rarely,951,Research & Development,1,2,Other,1,441,4,Male,31,2,3,Human Resources,2,Married,18977,16061,3,Y,No,17,3,4,80,1,14,4,4,37,16,1,12
22,Yes,Travel_Rarely,1191,Research & Development,9,1,Life Sciences,1,442,3,Female,92,2,3,Manufacturing Director,3,Married,2316,21002,1,Y,No,23,4,1,80,1,6,4,3,8,14,8,2
21,No,Travel_Rarely,914,Sales,10,5,Other,1,443,1,Female,80,2,3,Manufacturing Director,2,Divorced,3094,20356,3,Y,Yes,12,3,2,80,1,12,0,3,35,5,10,10
33,No,Travel_Rarely,1495,Research & Development,23,3,Technical Degree,1,444,2,Male,60,2,3,Research Director,2,Single,17424,6199,4,Y,No,23,4,3,80,2,33,5,4,25,18,6,2
41,No,Travel_Rarely,276,Research & Development,4,3,Marketing,1,445,4,Female,36,1,4,Sales Executive,1,Married,1300,22108,7,Y,No,16,3,3,80,2,29,2,3,10,5,6,14
33,No,Travel_Rarely,689,Sales,3,2,Technical Degree,1,446,4,Male,59,3,1,Research Director,4,Divorced,4695,26148,1,Y,No,21,3,3,80,2,4,6,1,19,5,9,7
19,No,Non-Travel,596,Sales,10,1,Human Resources,1,447,4,Male,87,3,3,Sales Representative,4,Divorced,13588,25145,9,Y,No,18,3,2,80,0,0,6,4,37,3,9,6
45,No,Travel_Rarely,1074,Sales,15,2,Technical Degree,1,448,3,Female,32,1,5,Sales Representative,2,Divorced,2651,4913,2,Y,No,13,3,4,80,1,30,4,1,14,0,11,4
49,Yes,Travel_Rarely,1239,Research & Development,11,2,Medical,1,449,3,Female,80,4,1,Human Resources,1,Married,9778,24457,9,Y,Yes,13,3,3,80,3,19,1,2,34,18,4,5
44,Yes,Travel_Rarely,1236,Human Resources,14,5,Other,1,450,2,Male,85,1,5,Sales Representative,2,Single,4918,10171,4,Y,Yes,13,3,3,80,3,18,5,1,8,10,7,2
37,No,Travel_Rarely,1272,Human Resources,6,3,Other,1,451,2,Male,39,3,4,Research Scientist,2,Married,18616,14116,8,Y,No,11,3,4,80,0,28,3,4,32,6,9,10
41,No,Travel_Rarely,136,Research & Development,12,4,Medical,1,452,4,Female,90,3,3,Sales Executive,2,Married,13277,11344,9,Y,No,19,3,3,80,0,37,6,2,10,1,14,5
29,No,Travel_Rarely,1100,Research & Development,13,3,Other,1,453,2,Male,79,1,1,Sales Executive,1,Married,11853,20967,4,Y,No,15,3,4,80,3,9,2,3,21,3,0,13
52,No,Travel_Rarely,1434,Research & Development,17,3,Technical Degree,1,454,1,Female,76,2,3,Sales Representative,3,Married,9647,24166,8,Y,No,19,3,3,80,1,28,5,1,5,5,2,16
50,No,Travel_Rarely,639,Research & Development,16,5,Human Resources,1,455,3,Male,30,4,3,Healthcare Representative,1,Married,5382,21742,3,Y,Yes,15,3,4,80,2,30,6,1,36,4,8,2
50,No,Travel_Rarely,851,Research & Development,3,4,Life Sciences,1,456,4,Male,86,1,1,Manufacturing Director,2,Divorced,12242,24501,9,Y,No,17,4,1,80,0,10,3,4,20,8,14,3
54,No,Travel_Rarely,1139,Sales,2,1,Medical,1,457,4,Male,67,3,3,Healthcare Representative,3,Single,19972,13887,4,Y,Yes,11,4,2,80,0,22,5,3,11,10,0,8
29,No,Travel_Rarely,475,Research & Development,11,4,Technical Degree,1,458,1,Male,91,2,3,Manager,2,Single,18815,20771,8,Y,Yes,19,3,3,80,0,29,5,4,6,17,10,12
20,No,Travel_Rarely,658,Research & Development,9,1,Technical Degree,1,459,1,Female,99,4,2,Manager,1,Married,8567,19152,3,Y,No,11,3,4,80,3,24,2,3,1,16,7,5
18,No,Travel_Rarely,334,Research & Development,3,4,Technical Degree,1,460,1,Male,94,3,2,Sales Executive,1,Single,14280,12164,4,Y,Yes,14,3,1,80,2,15,1,4,38,12,5,9
50,No,Travel_Rarely,806,Research & Development,18,2,Life Sciences,1,461,1,Male,91,4,1,Research Scientist,3,Married,7754,8351,4,Y,No,17,3,4,80,1,22,3,3,23,16,11,12
57,No,Travel_Rarely,664,Research & Development,20,4,Marketing,1,462,4,Male,85,2,1,Laboratory Technician,1,Single,7743,3105,3,Y,Yes,21,3,3,80,1,32,1,2,25,9,14,13
27,No,Travel_Rarely,1040,Sales,15,5,Other,1,463,3,Male,96,3,3,Manufacturing Director,2,Married,14869,18710,3,Y,Yes,22,3,3,80,3,36,3,4,24,17,12,11
46,No,Travel_Rarely,988,Research & Development,14,1,Other,1,464,3,Female,46,2,5,Manager,3,Married,9259,21505,4,Y,No,19,3,3,80,0,27,6,2,19,16,14,12
30,No,Travel_Rarely,827,Sales,2,3,Human Resources,1,465,1,Female,37,1,1,Human Resources,4,Single,9659,22087,5,Y,No,11,3,3,80,3,26,6,4,39,11,9,9
29,Yes,Travel_Rarely,1400,Research & Development,17,5,Marketing,1,466,2,Male,89,1,3,Research Scientist,2,Single,17496,4267,6,Y,Yes,22,3,3,80,3,5,2,4,1,14,4,6
48,No,Travel_Rarely,177,Research & Development,22,1,Other,1,467,4,Female,69,4,5,Research Director,4,Married,18134,5478,5,Y,No,24,3,1,80,1,37,1,4,34,18,11,4
19,No,Travel_Rarely,540,Research & Development,26,1,Human Resources,1,468,3,Female,91,2,2,Human Resources,3,Married,10773,20806,0,Y,No,23,3,4,80,2,36,6,1,32,14,5,11
52,No,Non-Travel,800,Research & Development,8,3,Human Resources,1,469,1,Female,70,2,1,Research Scientist,3,Married,11902,2891,1,Y,No,21,3,4,80,1,5,2,4,16,12,10,1
40,No,Travel_Rarely,1414,Research & Development,10,2,Technical Degree,1,470,2,Male,41,4,3,Human Resources,2,Married,13851,9215,6,Y,Yes,23,3,3,80,3,24,5,3,21,6,4,7
34,No,Travel_Frequently,1016,Research & Development,26,5,Medical,1,471,2,Male,83,4,2,Sales Representative,1,Married,5732,15688,2,Y,No,16,3,4,80,3,12,5,1,0,10,14,7
